,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3596000000.0,3095000000.0,3003000000.0,3143000000.0
Minority Interest,60000000.0,55000000.0,9000000.0,10000000.0
Net Income,2613000000.0,2331000000.0,2199000000.0,2486000000.0
Selling General Administrative,1281000000.0,1353000000.0,1281000000.0,1151000000.0
Gross Profit,4608000000.0,4077000000.0,3978000000.0,3810000000.0
Ebit,3327000000.0,2724000000.0,2697000000.0,2659000000.0
Operating Income,3327000000.0,2724000000.0,2697000000.0,2659000000.0
Other Operating Expenses,,,13120000000.0,10020000000.0
Interest Expense,-26000000.0,-24000000.0,-24000000.0,-24000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,973000000.0,757000000.0,803000000.0,657000000.0
Total Revenue,13561000000.0,12780000000.0,11799000000.0,10939000000.0
Total Operating Expenses,10234000000.0,10056000000.0,9102000000.0,8280000000.0
Cost Of Revenue,8953000000.0,8703000000.0,7821000000.0,7129000000.0
Total Other Income Expense Net,269000000.0,371000000.0,306000000.0,484000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2623000000.0,2338000000.0,2200000000.0,2486000000.0
Net Income Applicable To Common Shares,2613000000.0,2331000000.0,2199000000.0,2486000000.0
